4.607803350918893703e-01,4.464018958467571019e-01,9.714355452939863467e-01,3.209461418053220494e-01,2.482886193597353686e-01,9.022868256340359494e-01,4.418806887355788970e-01,4.597829953986928286e-01,9.762565513653576055e-01,1.000000000000000082e-05
4.571279494463447168e-01,4.534129463414002803e-01,9.726110753998732372e-01,3.255261174560843962e-01,2.635799399276380628e-01,9.074985346353443560e-01,4.488955881500376610e-01,4.722287330087639456e-01,9.774420207087400891e-01,5.000000000000000409e-06
4.702301582700446625e-01,4.549198530206382540e-01,9.726823757377653923e-01,3.287726824743463228e-01,2.687491289619028945e-01,9.096855864343689202e-01,4.597367963360194931e-01,4.765353597536797214e-01,9.776921075853886034e-01,2.500000000000000205e-06
4.643167719867818399e-01,4.556068833079182090e-01,9.727072565614415245e-01,3.385123775291321024e-01,2.714349087948386141e-01,9.100014632648434354e-01,4.617079250971070636e-01,4.788188787691837756e-01,9.778488422601867569e-01,1.250000000000000102e-06
4.588092063308017998e-01,4.559621316517000755e-01,9.727342498889732791e-01,3.298162212302162555e-01,2.730188284163538870e-01,9.103747554368575301e-01,4.556785900631920572e-01,4.795613759060786685e-01,9.779076291649744235e-01,6.250000000000000511e-07
4.628094382283031161e-01,4.560519437421579059e-01,9.726621023849976178e-01,3.337005043770653323e-01,2.736808925995196651e-01,9.105169365656148317e-01,4.586352832048234407e-01,4.800575134025448221e-01,9.778444370332449731e-01,3.125000000000000256e-07
4.634471563568902663e-01,4.560054002129865225e-01,9.725952669391030314e-01,3.346280943822830256e-01,2.740535309437911460e-01,9.105247995379107673e-01,4.583454113281929532e-01,4.801240461462363829e-01,9.778381290953139793e-01,1.562500000000000128e-07
4.642587976114557202e-01,4.558720345905393767e-01,9.726415092270663809e-01,3.339324018783697556e-01,2.740769838269738745e-01,9.104742571169689436e-01,4.573018725723230204e-01,4.800887854797715182e-01,9.778546700430303940e-01,7.812500000000000639e-08
4.640848744854774166e-01,4.559741492977403277e-01,9.726365422384937176e-01,3.356716331381529583e-01,2.743075709413477781e-01,9.105694886907628183e-01,4.595048988347150698e-01,4.800916903295046056e-01,9.778360130928462901e-01,3.906250000000000320e-08
4.643167719867818399e-01,4.560033690212583202e-01,9.726384847906456299e-01,3.352078381355441117e-01,2.742970755129012783e-01,9.105826925940779804e-01,4.588671807061278640e-01,4.800411760537351413e-01,9.778416354194463533e-01,1.953125000000000160e-08
4.640269001101512969e-01,4.559510634505072324e-01,9.726276331431173983e-01,3.356136587628268386e-01,2.743206783936194548e-01,9.105442382424233649e-01,4.591570525827584071e-01,4.800594855269647021e-01,9.778401664615444799e-01,9.765625000000000799e-09
4.640269001101512969e-01,4.559693438589054737e-01,9.726360364093427080e-01,3.353237868861962956e-01,2.743133427029424976e-01,9.105569309830456870e-01,4.586932575801495604e-01,4.801328656429115216e-01,9.778482343649237407e-01,4.882812500000000399e-09
4.641428488608035363e-01,4.559753400087422359e-01,9.726313531262942291e-01,3.354397356368485350e-01,2.743216970023932277e-01,9.105580208243528872e-01,4.589831294567801034e-01,4.801283682402198161e-01,9.778475050785476741e-01,2.441406250000000200e-09
4.639689257348252327e-01,4.559731167664599072e-01,9.726329493308050189e-01,3.356136587628268386e-01,2.743095960896861918e-01,9.105568886187520583e-01,4.590411038321062231e-01,4.801062967245990909e-01,9.778468319982958068e-01,1.220703125000000100e-09
4.640269001101512969e-01,4.559806797561004599e-01,9.726330786534940209e-01,3.354977100121745992e-01,2.743143513302068182e-01,9.105569199010403736e-01,4.589831294567801034e-01,4.801042966911113208e-01,9.778470248043068525e-01,6.103515625000000499e-10
4.640269001101512969e-01,4.559791069469661950e-01,9.726333252046389655e-01,3.354977100121745992e-01,2.743173648766845107e-01,9.105570024891537217e-01,4.589831294567801034e-01,4.801046272077981736e-01,9.778470808676255066e-01,3.051757812500000250e-10
4.640269001101512969e-01,4.559766777917227398e-01,9.726333302065132136e-01,3.354977100121745992e-01,2.743173868331318377e-01,9.105569953968107866e-01,4.589831294567801034e-01,4.801031643494249601e-01,9.778471020518422208e-01,1.525878906250000125e-10
4.640269001101512969e-01,4.559791682437979721e-01,9.726333305346250846e-01,3.354977100121745992e-01,2.743173671623646004e-01,9.105570229960723294e-01,4.589831294567801034e-01,4.801062407380087826e-01,9.778471116055903467e-01,7.629394531250000624e-11
4.640269001101512969e-01,4.559771531492101126e-01,9.726333281878906112e-01,3.354977100121745992e-01,2.743173479881070853e-01,9.105570070535942140e-01,4.589831294567801034e-01,4.801045564575799340e-01,9.778471005103781533e-01,3.814697265625000312e-11
4.640269001101512969e-01,4.559769322384085721e-01,9.726333272136185037e-01,3.354977100121745992e-01,2.743173497213355350e-01,9.105570099987655430e-01,4.589831294567801034e-01,4.801044181670920397e-01,9.778471014031359099e-01,1.907348632812500156e-11
