testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se16-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r1,0.003234152652005175,0.004530744336569579,0.05760517799352751,0.2686084142394822,0.36245954692556637,0.36893203883495146,0.36893203883495146,0.36957928802588996
testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se16-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r2,0.003236245954692557,0.006472491909385114,0.062135922330097085,0.2789644012944984,0.3637540453074434,0.3656957928802589,0.3618122977346278,0.3663430420711974
testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se16-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r3,0.003236245954692557,0.00517464424320828,0.056957928802589,0.286084142394822,0.3611650485436893,0.3644012944983819,0.36245954692556637,0.3644012944983819
testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se32-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r1,0.003236245954692557,0.007766990291262136,0.10938511326860842,0.33980582524271846,0.40258899676375404,0.4051779935275081,0.4051779935275081,0.40388349514563104
testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se32-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r2,0.003236245954692557,0.007119741100323625,0.10485436893203884,0.3482200647249191,0.3941747572815534,0.3883495145631068,0.39093851132686086,0.3864077669902913
testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se32-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r3,0.003883495145631068,0.007119741100323625,0.10355987055016182,0.3482200647249191,0.40129449838187703,0.40194174757281553,0.4051779935275081,0.4084142394822006
testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se64-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r1,0.003883495145631068,0.010355987055016181,0.1883495145631068,0.3553398058252427,0.39029126213592236,0.39870550161812296,0.40194174757281553,0.4
testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se64-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r2,0.003236245954692557,0.004530744336569579,0.13462783171521037,0.3592233009708738,0.4077669902912621,0.4155339805825243,0.4181229773462783,0.41423948220064727
testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se64-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r3,0.003236245954692557,0.007766990291262136,0.17917205692108668,0.36245954692556637,0.39546925566343044,0.40129449838187703,0.39546925566343044,0.39676375404530745
testfm69-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaTrue-e1024-se128-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r1,0.003236245954692557,0.01423948220064725,0.22394822006472492,0.37281553398058254,0.4071197411003236,0.41423948220064727,0.4181229773462783,0.39935275080906146
