5.644827139712547126e-01,5.809019148717591285e-01,9.589457390104153545e-01,5.002589667227761439e-01,4.876753680349346087e-01,9.309453595883261379e-01,6.591350511459277417e-01,6.594135650730998943e-01,9.766098059275707399e-01,6.103515625000000292e-09
5.644827139712547126e-01,5.809012060620737383e-01,9.589457683529593046e-01,5.003237084034701798e-01,4.876837198349728841e-01,9.309457527486639794e-01,6.591997928266217777e-01,6.594293581416041938e-01,9.766100960041762535e-01,3.051757812500000146e-09
5.644827139712547126e-01,5.809021151189754928e-01,9.589457264839064132e-01,5.003237084034701798e-01,4.876874278209928359e-01,9.309455866903174615e-01,6.591350511459277417e-01,6.594264990076780242e-01,9.766100559805753756e-01,1.525878906250000073e-09
5.644827139712547126e-01,5.808997832738752587e-01,9.589456633382574813e-01,5.003237084034701798e-01,4.876862555358854601e-01,9.309455299361990566e-01,6.591350511459277417e-01,6.594265583101545092e-01,9.766099866144307695e-01,7.629394531250000366e-10
5.644827139712547126e-01,5.809064026832909677e-01,9.589456422326959606e-01,5.003237084034701798e-01,4.876863342944710022e-01,9.309455929963306176e-01,6.591350511459277417e-01,6.594266137463421495e-01,9.766100118384833939e-01,3.814697265625000183e-10
5.644827139712547126e-01,5.809063254305499857e-01,9.589456422326959606e-01,5.003237084034701798e-01,4.876863339124192231e-01,9.309455845883131131e-01,6.591350511459277417e-01,6.594270888413938936e-01,9.766100076344745862e-01,1.907348632812500091e-10
5.644827139712547126e-01,5.809063254101063389e-01,9.589456380286873749e-01,5.003237084034701798e-01,4.876863325618536193e-01,9.309455824863087647e-01,6.591350511459277417e-01,6.594270888792500562e-01,9.766100118384832829e-01,9.536743164062500457e-11
5.644827139712547126e-01,5.809091429728664435e-01,9.589456506407134651e-01,5.003237084034701798e-01,4.876863328276802023e-01,9.309455782822999570e-01,6.591350511459277417e-01,6.594266137463421495e-01,9.766100118384833939e-01,4.768371582031250229e-11
5.644827139712547126e-01,5.809063250240338316e-01,9.589456359266828045e-01,5.003237084034701798e-01,4.876863328276802023e-01,9.309455782822999570e-01,6.591350511459277417e-01,6.594270896648648517e-01,9.766100118384833939e-01,2.384185791015625114e-11
5.644827139712547126e-01,5.809063254101063389e-01,9.589456401306917233e-01,5.003237084034701798e-01,4.876863327978908647e-01,9.309455824863086537e-01,6.591350511459277417e-01,6.594266129607273541e-01,9.766100118384832829e-01,1.192092895507812557e-11
5.644827139712547126e-01,5.809091422098747737e-01,9.589456443347003090e-01,5.003237084034701798e-01,4.876863328469432379e-01,9.309455824863087647e-01,6.591350511459277417e-01,6.594266129228711915e-01,9.766100076344745862e-01,5.960464477539062786e-12
5.644827139712547126e-01,5.809091421513957743e-01,9.589456401306915012e-01,5.003237084034701798e-01,4.876863323932758010e-01,9.309455803843044164e-01,6.591350511459277417e-01,6.594270888413938936e-01,9.766100076344745862e-01,2.980232238769531393e-12
