testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di0-ds6-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r1,0.999935258319306,0.9998705166386119,0.9997410332772239,0.9997410332772239,0.9996762915965298,0.9994820665544477,0.9998705166386119
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di0-ds6-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r2,0.999935258319306,0.9998057749579179,0.9997410332772239,0.9998057749579179,0.9997410332772239,0.9996115499158358,0.9995468082351417
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di0-ds6-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r3,1.0,0.9996762915965298,0.9998057749579179,0.9996762915965298,0.9994173248737537,0.9990936164702836,0.9991583581509776
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di1-ds5-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r1,0.9998057749579179,1.0,1.0,0.999935258319306,0.9996762915965298,0.9998057749579179,0.9997410332772239
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di1-ds5-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r2,0.9998057749579179,0.9998057749579179,0.9998705166386119,0.9997410332772239,0.9998057749579179,0.9998057749579179,0.9997410332772239
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di1-ds5-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r3,0.9998057749579179,0.999935258319306,0.999935258319306,0.9998705166386119,0.9998705166386119,0.9996762915965298,0.9995468082351417
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di2-ds4-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r1,0.9998057749579179,0.9998057749579179,0.9998705166386119,0.9998705166386119,0.9991583581509776,0.9990936164702836,0.9988993914282015
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di2-ds4-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r2,0.9998057749579179,1.0,1.0,0.9996762915965298,0.9988993914282015,0.9989641331088955,0.9987051663861194
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di2-ds4-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r3,0.9998057749579179,0.999935258319306,0.9998705166386119,0.999935258319306,0.9994173248737537,0.9988993914282015,0.9985109413440373
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r1,0.9997410332772239,1.0,0.999935258319306,0.9998705166386119,0.9997410332772239,0.9995468082351417,0.9995468082351417
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r2,0.9997410332772239,1.0,0.999935258319306,0.9998057749579179,0.999935258319306,0.9997410332772239,0.9996115499158358
testfm66-vgg-unified_trans-lr5e-5-bs-144-balbal-mix0.5-ls1-ld0.5-lst1-ldaFalse-e1024-se1024-h4-di3-ds3-asl30-vsl30-normTrue-feat2-a0.5-noiseTrue-r3,0.9998057749579179,1.0,1.0,0.9998705166386119,0.9995468082351417,0.9994820665544477,0.9991583581509776
